role_search,title,company,location,area,created,description,category,contract_type,contract_time,salary_min,salary_max,redirect_url,country,region,city,has_sql,has_excel,has_python,has_r_,has_power_bi,has_tableau,has_azure,has_aws,salary_avg,years_exp,has_r_programming
business analyst,Agile Business Analyst,FDM Group,"Leeds, West Yorkshire","['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Leeds']",2025-10-16T13:11:45Z,"About The Role FDM is a global business and technology consultancy seeking an Agile Business Analyst to work for our client within the technology sector. This is initially a 12-month contract with the potential to extend and will be a hybrid role based in Leeds. Our client is looking for an experienced Business Analyst to play a key role in gathering and analysing business needs, managing requirements in Azure DevOps (ADO), and ensuring effective delivery and rollout of solutions. This role req…",IT Jobs,contract,full_time,52356.85,52356.85,https://www.adzuna.co.uk/jobs/land/ad/5450082325?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=64CEDAF5A8A437DEB778092D0B4BE71E554D5E0C,UK,Yorkshire And The Humber,Leeds,False,False,False,True,False,False,True,False,52356.85,,False
business analyst,Senior Business Analyst,FDM Group,"Edinburgh, Scotland","['UK', 'Scotland', 'Edinburgh']",2025-10-16T13:21:44Z,About The Role FDM is a global business and technology consultancy seeking a to work for our client within the Insurance sector. This is initially a 6-month contract with the potential to extend and will be a hybrid role based in Edinburgh. Our client is seeking a Senior Business Analyst to support a high-priority IT security initiative that identified around 90 resolution points. You will support analytical activities on the critical remediation project for Phase 2 and 3 on the Credential Mana…,IT Jobs,contract,full_time,43687.12,43687.12,https://www.adzuna.co.uk/jobs/land/ad/5450092579?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=DACBA016B81A1485E11C900F33FAF6B6A02CB8A6,UK,Scotland,Edinburgh,False,False,False,True,False,False,False,False,43687.12,,False
business analyst,Business Analyst - VP,Morgan Stanley,"Glasgow, Scotland","['UK', 'Scotland', 'Glasgow']",2025-10-24T13:10:47Z,"The “Firmwide Data Office” department is recruiting an enthusiastic, dynamic “Senior Business Analyst” for this innovative program that plans to harness the power of Graph & Semantic Technologies. You will be contributing to using our Enterprise Knowledge Graph to help solve complex business problems around Data Lineage, Resilience, Cyber Response, Metadata Management, Data protection all contributing to toe Firm’s overall data strategy. As a lead member of our business analyst and data analyti…",IT Jobs,,full_time,86814.55,86814.55,https://www.adzuna.co.uk/jobs/land/ad/5462430082?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=FC73D1CCFB0AD6DEDFCF0DC3B98FC29CB21B550A,UK,Scotland,Glasgow,False,False,False,True,False,False,False,False,86814.55,,False
business analyst,Business Analyst,CBSbutler,"Gateshead, Tyne & Wear","['UK', 'North East England', 'Tyne & Wear', 'Gateshead']",2025-11-06T06:01:55Z,"Our client, a technology company providing cloud-based software, managed services, and business process outsourcing services is seeking a Business Systems Analyst to join their team on a permanent hybrid basis in the Newcastle area. Acting as the bridge between customers, product managers, IT developers, testers, and other internal teams, you will evaluate processes, define requirements, and provide data-backed recommendations to stakeholders. Your Responsibilities will include: Gather, analyse…",IT Jobs,permanent,,46438.23,46438.23,https://www.adzuna.co.uk/jobs/land/ad/5483209083?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=0483C91CD7F20374FAFFE4144FD6F911A01C0B0B,UK,North East England,Gateshead,False,False,False,True,False,False,False,False,46438.23,,False
business analyst,Business Analyst,Annapurna,"Newcastle Upon Tyne, Tyne & Wear","['UK', 'North East England', 'Tyne & Wear', 'Newcastle Upon Tyne']",2025-11-19T05:15:02Z,"Business Analyst  Newcastle (Hybrid 3 days onsite) |  Full-time, Permanent |  £45,000 – £55,000 An established technology-focused organisation is looking for a Business Analyst to play a key role in connecting customer and business needs with innovative digital solutions. You’ll act as the link between business stakeholders, product teams, and technical delivery, helping shape software that drives measurable value and supports strategic goals. What to Expect In this role, you’ll gather and anal…",IT Jobs,permanent,full_time,49350.19,49350.19,https://www.adzuna.co.uk/jobs/land/ad/5502858851?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=06A4AD83EB6E8A7008D1AEB02418CEB25E9A8AD9,UK,North East England,Newcastle Upon Tyne,False,False,False,True,False,False,False,False,49350.19,,False
business analyst,Business Analyst,Mastek,"London, UK","['UK', 'London']",2025-11-16T05:18:24Z,"Job Description – Business Analyst Location: London OR Leeds Work from office: 3 Days/Week Role Summary We have multiple roles required to support various strategic and operational workstreams across the organisation Positions combine strategic design, practical implementation, and operational delivery to enable improved processes, data-driven decision-making, and efficient programme outcomes. Essential Skills Business Analysis & Requirements Conduct comprehensive business analysis and requirem…",IT Jobs,,,49801.56,49801.56,https://www.adzuna.co.uk/jobs/land/ad/5498822596?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=0EE38A6F2884DD7B11648316A0FD19F35A1F2F56,UK,London,London,False,False,False,True,False,False,False,False,49801.56,,False
business analyst,Business Analyst,Mastek,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-16T18:20:46Z,"Job Description – Business Analyst Location: London OR Leeds Work from office: 3 Days/Week Role Summary We have multiple roles required to support various strategic and operational workstreams across the organisation Positions combine strategic design, practical implementation, and operational delivery to enable improved processes, data-driven decision-making, and efficient programme outcomes. Essential Skills Business Analysis & Requirements Conduct comprehensive business analysis and requirem…",IT Jobs,,,50292.73,50292.73,https://www.adzuna.co.uk/jobs/land/ad/5499511134?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=E7DE3867195F2C4AEB1A7203FFBCBD0732D33636,UK,London,The City,False,False,False,True,False,False,False,False,50292.73,,False
business analyst,Business Analyst,Reggie & Cole,"Surrey, South East England","['UK', 'South East England', 'Surrey']",2025-11-06T05:59:57Z,"Business Analyst Salary - £50,000 Hybrid: onsite 2 days a week in their Surrey office. About the Role Our client, a fast-growing software house based in Surrey , is looking for an experienced Business Analyst to join their Agile delivery team. The Business Analyst will work closely with product owners, developers, and stakeholders to define, document, and deliver clear business and system requirements within an Agile and Scrum environment. This position suits a Business Analyst who enjoys probl…",IT Jobs,,,37586.49,37586.49,https://www.adzuna.co.uk/jobs/land/ad/5483203562?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=6A8755834E8E49EAB7E79E38499FB3F4BCA2B80C,UK,South East England,Surrey,False,False,False,True,False,False,False,False,37586.49,,False
business analyst,Business Analyst,Ventula Consulting,"Hampshire, South East England","['UK', 'South East England', 'Hampshire']",2025-11-11T03:45:14Z,"Business Analyst – Telecoms – £55K Our telecommunications client, currently in an exciting phase of change and transformation, now requires a Business Analyst to become a permanent member of their team. This is a great opportunity for an experienced and talented professional to support a thriving business. The Business Analyst will be responsible for discovery, defining future-state requirements, and turning complex needs into clear, actionable solutions across a range of change projects. They …",IT Jobs,permanent,,49616.96,49616.96,https://www.adzuna.co.uk/jobs/land/ad/5490091255?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=D15C21249B5CAE4B8ADE4167192828968F0523AD,UK,South East England,Hampshire,False,False,False,True,False,False,False,False,49616.96,,False
business analyst,Business Analyst,DGH Recruitment,"London, UK","['UK', 'London']",2025-11-04T16:00:07Z,"Business Analyst – London – PERM – Hybrid working My Law Firm client are looking for a Business Analyst to join them. Working within their Change Team, they will be responsible for the successful delivery of a diverse portfolio of projects. My client are looking for candidates with, Experience working inhouse in an international law firm or a similar professional services environment. Good understanding of Client Onboarding, Matter Inception, Matter Management, and experience of operational & l…",IT Jobs,permanent,,49267.57,49267.57,https://www.adzuna.co.uk/jobs/land/ad/5480460067?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=B8E488558F933219C2724CB2CF7C2DB9D0F7E505,UK,London,London,False,False,False,True,False,False,False,False,49267.57,,False
business analyst,Business Analyst,Pertemps Managed Solutions,UK,['UK'],2025-11-13T07:49:53Z,"Business Analyst Pay rate: £23.38 per hour (£44,988 per annum equivalent) Location: Remote (Wales-based organisation) – Travel to Cardiff required twice in the first month, then once monthly Working hours: Monday to Friday, 37 hours per week We’re recruiting for a Business Analyst to join a prestigious public sector organisation in Wales. This is a fantastic opportunity to contribute to meaningful work in a remote capacity, with occasional travel to Cardiff. Business Analyst Key Responsibilitie…",IT Jobs,,,36995.02,36995.02,https://www.adzuna.co.uk/jobs/land/ad/5493179152?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=99E398AD5FBD399DF2369FA28B24763136F78DB0,UK,UK,,False,False,False,True,False,False,False,False,36995.02,,False
business analyst,Business Analyst,DVF Recruitment,"Birmingham, West Midlands","['UK', 'West Midlands', 'Birmingham']",2025-11-12T05:17:53Z,"Business Analyst – Birmingham or Manchester We’re delighted to be working with a leading UK law firm to recruit a talented Business Analyst for their Birmingham or Manchester office. This is an excellent opportunity to join a forward-thinking organisation that values innovation, collaboration, and continuous improvement. About the Role As a Business Analyst, you’ll play a key part in bridging the gap between business and technology, helping to shape and deliver impactful solutions across the fi…",IT Jobs,,,40928.47,40928.47,https://www.adzuna.co.uk/jobs/land/ad/5491499987?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=7090F8D1190F3C650B24900CA88C9AC572B38694,UK,West Midlands,Birmingham,False,True,False,True,False,False,False,False,40928.47,,False
business analyst,Business Analyst,Futureheads Recruitment | B Corp™,"Birmingham, West Midlands","['UK', 'West Midlands', 'Birmingham']",2025-11-16T05:24:37Z,Role: Business Analyst Pay: £370/d inside IR35 Location: Birmingham - Ad hoc time in-office Start date: ASAP Duration: 3-4 months We are hiring a Business Analyst contractor for a reputable tech consultancy. We’re specifically interested in speaking with candidates who are able to work twice per month in our clients' Birmingham office. Candidates must have significant recent experience of working within the public sector. Essential experience: Must have worked as a Business Analyst within centr…,IT Jobs,contract,,55158.86,55158.86,https://www.adzuna.co.uk/jobs/land/ad/5498828653?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=1ADA58382547EF53FF4BBED190852801C7207184,UK,West Midlands,Birmingham,False,False,False,True,False,False,False,False,55158.86,,False
business analyst,Business Analyst,ECOM,"Manchester, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester']",2025-11-05T22:57:23Z,"Business Analyst – Up to £55,000 Manchester We’re looking for a hands on Business Analyst to turn complex problems into clear, actionable solutions. You’ll work closely with product and delivery teams to deliver data-driven products that make an impact. This is a full-time, office-based role (5 days per week). What you’ll do:  Define requirements, success metrics, and ROI with stakeholders  Collaborate with delivery teams to deliver high-quality products on time  Lead workshops and requirements…",IT Jobs,,full_time,44160.46,44160.46,https://www.adzuna.co.uk/jobs/land/ad/5482878932?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=709E8E83F725568CA5036642A48F78869FD68758,UK,North West England,Manchester,False,False,False,True,False,False,False,False,44160.46,,False
business analyst,Business Analyst,TrueNorth®,"Eastern England, UK","['UK', 'Eastern England']",2025-11-19T05:16:16Z,"Business Analyst – Central Government Projects (Contract – Inside IR35) Location: Leeds, London or Manchester(Hybrid) Day Rate: £350/day (Inside IR35) Start Date: ASAP Duration: March or August 2026 (project-dependent, extensions likely) We are supporting a major consultancy delivering multiple programmes across a central government department. There are several urgent opportunities for Consultant-level Business Analysts (SFIA L4) , with scope for Senior level on selected projects. These roles …",IT Jobs,contract,,93242.85,93242.85,https://www.adzuna.co.uk/jobs/land/ad/5502859578?se=ZqUoGovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=267132413787A9BDF4C92BDA82C3F33295EDBEE3,UK,Eastern England,Eastern England,False,False,False,True,False,False,False,False,93242.85,,False
